sisa_umur_jam,jam_operasi_aktif,jenis_mesin,tekanan_oli_bar,id_log_sensor,suhu_c,vibrasi_mm_s,durasi_perbaikan_jam,shift_operator,kebisingan_lingkungan_db
263.4,3708,Robot_Arm,3.53,LOG-06326,57.3,6.39,11,Shift_1,99.6
284.9,2040,CNC_Milling,1.85,LOG-06327,48.5,1.65,10,Shift_2,89.5
231.7,14583,CNC_Milling,3.6,LOG-06328,81.0,4.66,4,Shift_3,103.1
287.2,2475,Conveyor_Belt,3.92,LOG-06329,87.4,0.1,9,Shift_1,78.8
178.7,12415,CNC_Milling,2.09,LOG-06330,45.7,7.5,2,Shift_3,71.2
289.3,2230,CNC_Milling,2.71,LOG-06331,57.2,2.44,5,Shift_1,93.1
226.8,14122,Robot_Arm,3.95,LOG-06332,51.3,2.79,4,Shift_1,83.3
269.5,5402,CNC_Milling,4.11,LOG-06333,72.2,0.58,9,Shift_2,96.1
78.5,2827,CNC_Milling,1.86,LOG-06334,81.3,3.91,8,Shift_1,92.9
292.3,2265,CNC_Milling,3.3,LOG-06335,59.5,3.33,5,Shift_1,81.9
174.0,4582,CNC_Milling,3.52,LOG-06336,59.4,8.56,9,Shift_1,84.7
243.8,11274,Robot_Arm,2.99,LOG-06337,35.6,6.15,3,Shift_1,82.6
289.6,2456,Conveyor_Belt,4.15,LOG-06338,50.7,2.71,9,Shift_2,85.3
226.7,16243,CNC_Milling,2.56,LOG-06339,87.6,0.1,10,Shift_1,79.9
235.7,12478,Robot_Arm,2.67,LOG-06340,72.4,0.1,2,Shift_2,91.1
261.9,6648,Robot_Arm,2.47,LOG-06341,78.9,1.43,9,Shift_2,67.6
210.6,19745,CNC_Milling,3.2,LOG-06342,59.5,0.67,8,Shift_3,65.6
238.2,13512,Robot_Arm,2.79,LOG-06343,60.9,4.87,4,Shift_2,80.5
221.9,13767,CNC_Milling,3.7,LOG-06344,65.3,3.64,4,Shift_2,78.7
280.8,4304,CNC_Milling,2.72,LOG-06345,69.9,4.04,4,Shift_1,79.7
231.0,14504,CNC_Milling,2.87,LOG-06346,85.6,1.63,4,Shift_3,97.4
240.8,11624,CNC_Milling,3.2,LOG-06347,54.9,4.38,5,Shift_1,86.3
195.0,19707,Conveyor_Belt,2.38,LOG-06348,62.9,0.45,9,Shift_1,92.7
248.7,10081,Conveyor_Belt,3.86,LOG-06349,53.1,3.78,4,Shift_1,90.2
228.4,13882,Conveyor_Belt,3.59,LOG-06350,35.5,6.08,10,Shift_3,100.1
259.1,7481,CNC_Milling,3.57,LOG-06351,78.8,3.09,7,Shift_2,78.6
94.8,1763,Robot_Arm,2.23,LOG-06352,91.2,5.11,7,Shift_2,90.7
274.8,3430,Robot_Arm,4.28,LOG-06353,76.5,0.1,11,Shift_1,82.8
213.5,17473,CNC_Milling,1.56,LOG-06354,68.5,0.1,2,Shift_1,73.9
234.6,15024,Conveyor_Belt,3.64,LOG-06355,92.8,4.82,6,Shift_1,72.8
238.6,7928,Robot_Arm,3.16,LOG-06356,71.9,6.62,5,Shift_3,82.8
235.9,14258,CNC_Milling,3.58,LOG-06357,77.0,3.4,10,Shift_2,95.5
159.5,1082,Conveyor_Belt,2.87,LOG-06358,67.1,9.36,11,Shift_3,79.1
292.5,1706,CNC_Milling,3.11,LOG-06359,69.4,0.39,11,Shift_3,79.9
244.7,10637,Robot_Arm,3.6,LOG-06360,63.0,2.3,8,Shift_1,78.0
233.6,12874,CNC_Milling,3.04,LOG-06361,77.5,4.35,4,Shift_3,73.0
208.5,18803,CNC_Milling,3.22,LOG-06362,48.6,5.16,10,Shift_2,80.1
218.1,15433,Conveyor_Belt,3.24,LOG-06363,71.3,2.54,7,Shift_1,96.3
274.7,5889,Robot_Arm,4.8,LOG-06364,52.2,1.35,6,Shift_2,87.6
220.0,16487,CNC_Milling,1.77,LOG-06365,72.6,5.55,6,Shift_2,79.3
242.2,10338,Robot_Arm,4.08,LOG-06366,100.9,4.33,6,Shift_3,81.2
221.4,16694,Conveyor_Belt,3.41,LOG-06367,75.5,3.14,10,Shift_3,88.3
289.0,4301,Conveyor_Belt,3.31,LOG-06368,82.6,5.25,7,Shift_2,78.9
297.0,1498,Conveyor_Belt,2.03,LOG-06369,78.5,3.66,10,Shift_1,93.9
279.8,2096,Conveyor_Belt,3.97,LOG-06370,30.1,3.65,10,Shift_1,97.4
212.7,19826,Robot_Arm,2.14,LOG-06371,63.0,3.56,4,Shift_3,73.4
276.3,2530,CNC_Milling,4.22,LOG-06372,71.7,1.95,11,Shift_1,82.0
197.2,18847,Conveyor_Belt,2.61,LOG-06373,33.7,1.69,5,Shift_1,89.0
217.2,14813,CNC_Milling,4.22,LOG-06374,60.7,2.69,7,Shift_1,98.0
279.7,3774,CNC_Milling,2.48,LOG-06375,63.8,4.08,11,Shift_2,58.9
203.2,17417,Robot_Arm,2.3,LOG-06376,46.5,0.1,11,Shift_3,78.6
255.7,3739,CNC_Milling,2.97,LOG-06377,50.5,6.36,3,Shift_1,59.5
77.9,3722,Robot_Arm,2.45,LOG-06378,85.1,4.05,9,Shift_2,92.6
236.7,11934,Conveyor_Belt,2.85,LOG-06379,30.0,1.34,7,Shift_2,85.0
184.5,6478,Robot_Arm,4.39,LOG-06380,69.1,8.04,9,Shift_3,95.3
269.7,6525,Robot_Arm,2.6,LOG-06381,82.5,4.1,10,Shift_3,82.6
283.7,4705,Robot_Arm,3.18,LOG-06382,64.6,0.66,11,Shift_3,82.7
159.8,12545,Robot_Arm,4.32,LOG-06383,86.1,7.93,3,Shift_3,88.6
239.0,1510,CNC_Milling,3.23,LOG-06384,58.6,7.39,3,Shift_3,85.8
270.2,5656,CNC_Milling,3.94,LOG-06385,51.4,1.73,8,Shift_1,79.7
248.2,11515,Robot_Arm,3.49,LOG-06386,64.9,3.19,2,Shift_2,93.7
256.3,10244,Robot_Arm,3.84,LOG-06387,59.3,2.86,8,Shift_3,96.1
225.5,14298,Robot_Arm,2.99,LOG-06388,56.4,0.1,3,Shift_2,88.2
267.7,5108,CNC_Milling,3.51,LOG-06389,62.3,4.81,9,Shift_2,98.8
226.0,13309,CNC_Milling,4.49,LOG-06390,53.1,6.11,7,Shift_2,99.7
220.4,15438,Robot_Arm,2.78,LOG-06391,52.4,5.64,11,Shift_1,79.0
256.9,8373,Robot_Arm,3.38,LOG-06392,48.2,4.08,10,Shift_3,85.1
256.2,5879,Robot_Arm,2.5,LOG-06393,71.2,6.36,5,Shift_3,88.7
241.1,11545,Conveyor_Belt,3.87,LOG-06394,50.0,1.16,2,Shift_2,69.0
131.6,11998,Robot_Arm,1.71,LOG-06395,46.4,8.55,7,Shift_3,86.0
284.7,2787,CNC_Milling,2.8,LOG-06396,48.9,2.07,7,Shift_3,83.6
242.6,11737,Robot_Arm,3.85,LOG-06397,68.1,2.35,6,Shift_2,77.5
287.8,3931,CNC_Milling,2.92,LOG-06398,75.0,2.56,8,Shift_2,87.4
238.0,11807,CNC_Milling,1.61,LOG-06399,76.3,2.38,8,Shift_3,75.5
206.3,18704,Robot_Arm,2.42,LOG-06400,68.2,3.52,8,Shift_3,69.4
243.2,11204,CNC_Milling,2.49,LOG-06401,73.0,3.42,11,Shift_1,61.0
219.9,15468,CNC_Milling,4.3,LOG-06402,64.2,4.32,4,Shift_3,67.7
263.0,6884,Conveyor_Belt,3.67,LOG-06403,71.8,1.95,7,Shift_2,72.8
197.9,18532,Robot_Arm,3.75,LOG-06404,71.6,4.42,4,Shift_3,85.2
219.9,16442,Conveyor_Belt,2.06,LOG-06405,54.1,1.27,8,Shift_3,88.1
211.1,18416,Conveyor_Belt,3.04,LOG-06406,48.9,5.83,2,Shift_2,78.8
222.3,15090,CNC_Milling,4.28,LOG-06407,85.3,5.8,8,Shift_2,90.9
235.7,13338,Robot_Arm,3.76,LOG-06408,66.9,3.99,3,Shift_1,88.0
236.3,10975,CNC_Milling,2.63,LOG-06409,80.8,2.38,2,Shift_3,75.8
214.1,18636,Robot_Arm,3.67,LOG-06410,48.5,4.78,2,Shift_3,75.2
210.4,17115,CNC_Milling,2.01,LOG-06411,58.9,1.78,8,Shift_1,97.1
254.0,8917,CNC_Milling,2.35,LOG-06412,44.4,4.09,6,Shift_2,79.6
291.4,2627,CNC_Milling,1.53,LOG-06413,74.7,3.62,7,Shift_3,102.2
104.5,1068,Robot_Arm,2.95,LOG-06414,55.8,10.57,8,Shift_1,72.1
270.3,5436,CNC_Milling,3.55,LOG-06415,56.7,0.93,3,Shift_2,82.2
85.3,2188,Robot_Arm,2.27,LOG-06416,94.3,0.1,8,Shift_2,69.5
277.5,5018,Conveyor_Belt,2.97,LOG-06417,75.0,2.41,6,Shift_2,64.8
279.8,3080,Robot_Arm,2.37,LOG-06418,74.8,0.1,9,Shift_1,77.9
205.5,19639,Robot_Arm,2.57,LOG-06419,47.0,2.18,6,Shift_1,91.9
287.1,2811,CNC_Milling,2.2,LOG-06420,37.1,0.76,2,Shift_1,78.3
227.5,12910,Conveyor_Belt,4.03,LOG-06421,79.6,1.74,3,Shift_2,90.5
265.7,7682,Robot_Arm,2.49,LOG-06422,31.4,1.34,7,Shift_3,75.8
271.3,4310,Robot_Arm,2.84,LOG-06423,57.5,6.41,2,Shift_2,98.2
223.7,14324,Conveyor_Belt,2.62,LOG-06424,52.8,3.88,4,Shift_1,76.4
172.5,19440,CNC_Milling,3.29,LOG-06425,51.1,6.69,11,Shift_1,99.4
213.3,16022,Robot_Arm,5.03,LOG-06426,58.4,4.1,8,Shift_2,85.2
189.2,19529,CNC_Milling,5.27,LOG-06427,49.2,6.32,10,Shift_3,74.3
244.3,12214,CNC_Milling,2.86,LOG-06428,46.8,3.24,10,Shift_1,76.0
147.9,13797,CNC_Milling,3.37,LOG-06429,68.8,7.99,10,Shift_3,88.5
276.4,3782,Robot_Arm,3.81,LOG-06430,81.0,5.18,8,Shift_1,73.2
220.3,17195,CNC_Milling,4.04,LOG-06431,39.0,2.05,7,Shift_1,87.4
220.0,15210,Robot_Arm,3.55,LOG-06432,67.9,5.55,5,Shift_1,77.4
267.2,5826,Conveyor_Belt,3.93,LOG-06433,73.1,4.07,8,Shift_3,73.7
260.0,7741,Conveyor_Belt,3.37,LOG-06434,71.7,3.49,5,Shift_2,76.1
228.2,12606,CNC_Milling,2.54,LOG-06435,61.7,4.24,8,Shift_2,68.9
289.5,1246,Robot_Arm,3.92,LOG-06436,56.0,5.88,7,Shift_3,85.8
226.5,16540,CNC_Milling,3.15,LOG-06437,76.4,0.1,5,Shift_1,86.5
271.8,6331,Robot_Arm,3.31,LOG-06438,70.0,3.12,10,Shift_1,76.8
290.9,2424,CNC_Milling,1.96,LOG-06439,36.6,5.71,11,Shift_2,76.5
266.6,7281,Robot_Arm,2.43,LOG-06440,61.7,4.62,8,Shift_2,69.4
218.7,16879,CNC_Milling,2.73,LOG-06441,65.8,1.18,5,Shift_2,78.0
266.8,6210,Robot_Arm,3.46,LOG-06442,48.6,0.1,2,Shift_1,88.8
153.4,11244,CNC_Milling,4.48,LOG-06443,61.3,8.25,9,Shift_1,77.3
219.6,16425,CNC_Milling,3.67,LOG-06444,72.4,3.53,9,Shift_3,86.7
217.8,1640,Robot_Arm,2.9,LOG-06445,52.6,7.79,7,Shift_3,90.1
229.4,15438,CNC_Milling,2.25,LOG-06446,68.5,5.99,2,Shift_2,72.4
259.1,6485,Robot_Arm,4.04,LOG-06447,50.2,2.02,10,Shift_2,106.2
227.3,14215,Robot_Arm,3.3,LOG-06448,46.4,0.1,5,Shift_2,93.4
282.7,4573,Robot_Arm,0.5,LOG-06449,74.2,2.84,2,Shift_1,80.7
286.8,3641,Robot_Arm,3.88,LOG-06450,82.6,3.91,5,Shift_1,66.7
217.6,15977,Robot_Arm,3.34,LOG-06451,47.2,5.13,7,Shift_2,74.0
219.8,16348,Conveyor_Belt,1.32,LOG-06452,79.3,1.22,8,Shift_1,103.8
203.3,19645,CNC_Milling,3.54,LOG-06453,64.8,4.45,11,Shift_3,88.8
241.5,13866,Robot_Arm,3.11,LOG-06454,31.8,4.44,10,Shift_2,78.9
228.3,9851,Robot_Arm,1.99,LOG-06455,43.5,6.46,4,Shift_2,79.9
277.5,4701,CNC_Milling,4.67,LOG-06456,74.1,3.23,4,Shift_3,98.4
264.9,6609,CNC_Milling,3.39,LOG-06457,40.6,5.11,11,Shift_1,88.7
241.1,13313,CNC_Milling,2.65,LOG-06458,55.7,4.72,8,Shift_1,80.4
253.8,7575,Robot_Arm,2.41,LOG-06459,63.8,6.19,10,Shift_1,67.9
246.0,10186,CNC_Milling,2.89,LOG-06460,71.7,1.95,7,Shift_2,82.5
282.7,4193,Robot_Arm,2.91,LOG-06461,67.8,0.1,5,Shift_2,90.4
249.3,9347,Robot_Arm,3.5,LOG-06462,88.5,3.41,8,Shift_3,89.4
273.3,5521,Robot_Arm,2.85,LOG-06463,52.8,3.42,10,Shift_2,74.2
287.7,3130,CNC_Milling,2.71,LOG-06464,66.5,1.11,2,Shift_3,84.3
273.8,3507,Robot_Arm,3.17,LOG-06465,71.8,0.23,2,Shift_1,90.1
241.7,10847,Robot_Arm,2.69,LOG-06466,75.7,2.56,7,Shift_1,98.8
269.7,7962,CNC_Milling,2.95,LOG-06467,80.8,3.71,11,Shift_2,80.8
286.6,2898,CNC_Milling,4.14,LOG-06468,58.5,4.24,11,Shift_2,102.4
240.5,10771,CNC_Milling,2.65,LOG-06469,74.8,0.1,5,Shift_1,89.6
280.1,4120,Conveyor_Belt,2.9,LOG-06470,51.1,0.1,4,Shift_3,78.7
251.4,1293,CNC_Milling,2.39,LOG-06471,63.8,6.82,5,Shift_2,74.4
283.2,3518,CNC_Milling,3.88,LOG-06472,72.5,3.53,9,Shift_2,62.7
254.4,9521,CNC_Milling,1.65,LOG-06473,79.6,3.99,9,Shift_3,74.5
203.9,19128,CNC_Milling,2.34,LOG-06474,73.6,0.67,9,Shift_2,99.6
268.3,5591,Robot_Arm,3.57,LOG-06475,66.4,3.99,8,Shift_2,80.1
276.9,6412,Robot_Arm,2.88,LOG-06476,63.8,3.06,11,Shift_2,68.3
270.3,5610,Robot_Arm,3.71,LOG-06477,73.2,2.45,10,Shift_1,76.2
251.8,7748,Conveyor_Belt,2.85,LOG-06478,97.8,0.35,5,Shift_1,85.0
226.0,14629,CNC_Milling,2.46,LOG-06479,77.8,1.83,9,Shift_1,81.1
153.1,7119,Robot_Arm,2.9,LOG-06480,70.7,8.93,10,Shift_1,88.3
240.6,13493,Robot_Arm,1.97,LOG-06481,44.5,3.13,11,Shift_3,81.2
196.2,18066,Robot_Arm,2.34,LOG-06482,52.3,5.97,4,Shift_2,78.6
200.9,18977,Conveyor_Belt,3.73,LOG-06483,60.1,3.51,5,Shift_3,83.9
239.6,11696,CNC_Milling,2.79,LOG-06484,78.7,3.22,6,Shift_2,73.2
228.1,14551,Robot_Arm,2.98,LOG-06485,50.9,2.41,7,Shift_3,86.3
146.5,18464,Robot_Arm,3.1,LOG-06486,74.6,7.36,6,Shift_2,74.6
223.0,15947,CNC_Milling,1.75,LOG-06487,66.8,4.93,11,Shift_1,82.7
271.1,6698,Conveyor_Belt,1.75,LOG-06488,70.3,2.03,9,Shift_3,87.7
278.0,3508,CNC_Milling,3.31,LOG-06489,61.8,3.01,6,Shift_2,80.9
256.3,3181,CNC_Milling,2.67,LOG-06490,56.1,6.69,4,Shift_3,84.3
215.3,17758,Robot_Arm,2.82,LOG-06491,50.4,0.1,2,Shift_2,91.4
251.0,11568,Robot_Arm,3.49,LOG-06492,74.2,4.78,5,Shift_1,77.3
272.1,6630,Conveyor_Belt,2.25,LOG-06493,63.8,5.34,11,Shift_3,101.3
259.6,7565,Conveyor_Belt,2.55,LOG-06494,48.8,2.13,11,Shift_3,71.9
270.5,6351,CNC_Milling,2.72,LOG-06495,68.3,4.39,10,Shift_3,96.8
217.6,16236,Robot_Arm,3.27,LOG-06496,116.3,5.26,8,Shift_1,88.8
233.1,12635,Conveyor_Belt,2.71,LOG-06497,62.0,0.92,2,Shift_1,89.2
9.9,17709,CNC_Milling,2.49,LOG-06498,89.8,6.1,7,Shift_3,94.6
268.8,6733,Robot_Arm,4.35,LOG-06499,30.0,4.74,2,Shift_2,84.7
250.1,9978,Conveyor_Belt,3.03,LOG-06500,60.9,3.62,2,Shift_1,86.5
288.5,3312,CNC_Milling,3.52,LOG-06501,79.3,4.26,5,Shift_1,85.4
201.3,19455,Conveyor_Belt,1.55,LOG-06502,65.2,5.77,11,Shift_1,93.2
94.3,10725,Robot_Arm,1.97,LOG-06503,55.4,9.79,6,Shift_2,95.0
243.5,11507,Conveyor_Belt,3.47,LOG-06504,64.6,5.52,9,Shift_2,84.7
256.1,8859,Robot_Arm,2.81,LOG-06505,79.8,6.03,9,Shift_2,81.2
264.6,6147,Robot_Arm,2.69,LOG-06506,97.2,4.48,11,Shift_1,74.3
1.0,19019,Robot_Arm,2.24,LOG-06507,81.0,8.75,11,Shift_3,86.7
251.9,10290,CNC_Milling,3.78,LOG-06508,57.4,0.34,5,Shift_3,79.9
230.9,13820,Robot_Arm,3.52,LOG-06509,61.5,0.1,10,Shift_1,67.0
291.6,1708,Conveyor_Belt,2.95,LOG-06510,61.6,4.38,3,Shift_1,83.4
268.4,6242,Conveyor_Belt,3.2,LOG-06511,52.0,5.65,7,Shift_3,85.3
225.9,16276,Conveyor_Belt,2.76,LOG-06512,62.7,0.1,9,Shift_3,92.7
291.5,2668,Robot_Arm,2.45,LOG-06513,60.9,3.99,9,Shift_2,84.5
288.5,2927,Robot_Arm,2.58,LOG-06514,47.0,3.55,9,Shift_3,74.4
230.5,16386,Robot_Arm,3.61,LOG-06515,77.6,5.86,10,Shift_1,94.9
268.6,6866,Robot_Arm,2.68,LOG-06516,71.3,5.07,10,Shift_2,63.9
264.5,6203,Robot_Arm,3.05,LOG-06517,55.4,0.1,8,Shift_3,69.3
245.0,11741,CNC_Milling,2.66,LOG-06518,67.2,1.3,2,Shift_1,82.0
279.2,4703,CNC_Milling,3.75,LOG-06519,50.5,1.98,3,Shift_1,81.4
297.9,1816,Robot_Arm,2.48,LOG-06520,56.7,5.85,7,Shift_3,82.0
298.3,1084,CNC_Milling,4.22,LOG-06521,75.3,4.94,9,Shift_2,76.1
288.2,2507,CNC_Milling,2.54,LOG-06522,72.1,2.45,3,Shift_2,93.9
284.8,4012,CNC_Milling,2.54,LOG-06523,57.3,4.36,2,Shift_3,82.3
220.5,14226,Conveyor_Belt,4.6,LOG-06524,69.7,1.35,6,Shift_1,70.6
144.3,6661,Conveyor_Belt,2.15,LOG-06525,63.9,9.12,11,Shift_3,88.0
291.0,2363,Robot_Arm,2.97,LOG-06526,50.0,5.44,11,Shift_1,76.4
287.0,1274,Conveyor_Belt,3.81,LOG-06527,62.5,5.97,3,Shift_3,74.7
192.7,10064,Conveyor_Belt,1.77,LOG-06528,71.5,7.44,9,Shift_3,83.3
190.3,16962,CNC_Milling,3.21,LOG-06529,69.6,6.54,9,Shift_2,100.2
260.6,7435,CNC_Milling,1.77,LOG-06530,39.6,4.08,4,Shift_2,62.4
293.6,2213,CNC_Milling,3.03,LOG-06531,67.5,3.54,10,Shift_1,67.6
219.4,5333,CNC_Milling,4.63,LOG-06532,65.4,7.22,8,Shift_2,74.9
246.4,10487,Robot_Arm,1.12,LOG-06533,36.5,4.07,11,Shift_1,100.6
272.4,4586,CNC_Milling,2.94,LOG-06534,52.9,2.13,6,Shift_1,72.7
86.4,19591,Conveyor_Belt,2.64,LOG-06535,72.4,8.92,4,Shift_2,94.2
24.2,15504,Robot_Arm,2.19,LOG-06536,85.8,1.66,6,Shift_1,92.5
255.8,7547,CNC_Milling,1.78,LOG-06537,40.4,0.1,5,Shift_1,95.0
183.7,19079,Conveyor_Belt,3.88,LOG-06538,79.7,6.48,2,Shift_2,74.7
263.2,7175,Conveyor_Belt,3.16,LOG-06539,36.8,2.17,2,Shift_1,84.7
82.3,3663,Robot_Arm,1.51,LOG-06540,86.0,5.09,8,Shift_1,90.8
109.0,18827,Robot_Arm,2.25,LOG-06541,61.4,8.54,8,Shift_1,87.7
199.0,19233,Conveyor_Belt,2.56,LOG-06542,54.3,0.56,8,Shift_3,112.2
263.3,6940,Robot_Arm,1.74,LOG-06543,70.3,3.9,4,Shift_3,103.0
176.7,12300,Conveyor_Belt,3.07,LOG-06544,50.6,7.71,2,Shift_3,95.6
282.5,4292,CNC_Milling,3.2,LOG-06545,72.7,5.7,10,Shift_1,91.1
229.2,13191,Robot_Arm,3.19,LOG-06546,63.1,3.55,3,Shift_2,91.9
70.1,14112,Robot_Arm,4.62,LOG-06547,30.0,9.97,11,Shift_2,95.1
229.6,14488,CNC_Milling,2.25,LOG-06548,52.8,3.76,6,Shift_3,101.9
245.4,11805,CNC_Milling,2.62,LOG-06549,67.9,4.99,6,Shift_3,76.4
144.9,14378,CNC_Milling,2.58,LOG-06550,81.0,8.12,7,Shift_2,96.2
226.3,11545,CNC_Milling,3.68,LOG-06551,70.0,6.45,9,Shift_1,87.1
167.3,16576,CNC_Milling,3.6,LOG-06552,80.8,7.3,3,Shift_1,95.0
278.2,4412,Robot_Arm,2.1,LOG-06553,51.6,1.75,3,Shift_3,85.4
198.4,10185,Conveyor_Belt,4.16,LOG-06554,75.9,7.07,10,Shift_2,80.1
252.9,8911,Robot_Arm,2.27,LOG-06555,76.2,4.42,2,Shift_2,80.2
250.5,11133,Robot_Arm,3.68,LOG-06556,40.5,2.14,9,Shift_2,85.8
285.8,3699,CNC_Milling,3.63,LOG-06557,81.5,4.55,2,Shift_2,89.9
264.2,7152,Conveyor_Belt,3.32,LOG-06558,69.9,4.48,4,Shift_3,80.5
96.3,19128,CNC_Milling,2.74,LOG-06559,60.8,8.67,8,Shift_3,70.1
281.3,2999,CNC_Milling,2.75,LOG-06560,60.5,4.95,10,Shift_3,91.4
230.3,13070,Robot_Arm,3.39,LOG-06561,49.4,2.05,2,Shift_1,83.6
236.6,13628,Conveyor_Belt,3.42,LOG-06562,74.5,1.47,7,Shift_1,63.9
248.3,10015,Conveyor_Belt,3.57,LOG-06563,69.5,3.88,2,Shift_2,68.7
293.3,1638,Robot_Arm,3.57,LOG-06564,73.7,0.63,5,Shift_2,87.6
303.8,1652,Robot_Arm,3.27,LOG-06565,66.2,2.21,10,Shift_2,91.3
269.3,6237,Robot_Arm,4.13,LOG-06566,68.1,3.39,10,Shift_1,95.9
281.5,2947,Robot_Arm,2.52,LOG-06567,60.6,2.95,7,Shift_1,79.6
290.4,2790,CNC_Milling,3.03,LOG-06568,81.2,5.82,7,Shift_1,78.3
285.2,4042,CNC_Milling,2.55,LOG-06569,74.1,2.16,4,Shift_2,90.3
267.2,4623,Conveyor_Belt,4.95,LOG-06570,67.6,0.1,6,Shift_2,76.2
221.6,16931,Conveyor_Belt,3.61,LOG-06571,63.0,0.1,2,Shift_2,76.5
229.8,13135,CNC_Milling,3.81,LOG-06572,38.5,3.96,2,Shift_1,86.7
300.2,1577,CNC_Milling,3.36,LOG-06573,35.2,2.53,4,Shift_3,87.5
241.7,12941,CNC_Milling,2.95,LOG-06574,59.5,0.91,10,Shift_2,90.2
166.7,3597,Robot_Arm,5.14,LOG-06575,84.0,8.9,6,Shift_3,85.9
248.0,9000,CNC_Milling,3.97,LOG-06576,54.4,6.07,4,Shift_3,74.7
296.9,1722,Robot_Arm,2.74,LOG-06577,55.0,3.85,3,Shift_1,81.2
288.5,2713,CNC_Milling,2.78,LOG-06578,50.4,4.58,4,Shift_1,85.5
278.5,3519,CNC_Milling,3.18,LOG-06579,45.6,3.34,6,Shift_1,97.4
256.4,9234,CNC_Milling,2.57,LOG-06580,51.3,0.87,10,Shift_1,91.6
222.2,9798,Robot_Arm,2.72,LOG-06581,69.2,6.58,3,Shift_2,86.4
257.6,7702,CNC_Milling,1.78,LOG-06582,57.6,6.13,2,Shift_2,91.2
237.5,12783,Robot_Arm,1.08,LOG-06583,56.9,0.1,2,Shift_1,97.7
228.9,14688,Robot_Arm,4.58,LOG-06584,55.6,4.57,11,Shift_1,71.9
231.8,14845,Robot_Arm,2.59,LOG-06585,68.6,4.84,11,Shift_2,85.1
237.5,12001,CNC_Milling,2.76,LOG-06586,70.9,3.2,5,Shift_3,68.5
110.4,11365,Robot_Arm,3.06,LOG-06587,37.0,9.24,5,Shift_2,85.0
129.6,10339,CNC_Milling,3.56,LOG-06588,53.6,8.97,5,Shift_2,80.0
276.5,5520,Robot_Arm,3.62,LOG-06589,63.7,3.06,3,Shift_2,98.4
247.7,10252,Robot_Arm,3.82,LOG-06590,71.6,3.44,8,Shift_2,96.4
286.0,1191,Conveyor_Belt,3.46,LOG-06591,66.9,3.15,11,Shift_1,105.3
201.9,19359,Conveyor_Belt,2.79,LOG-06592,77.3,2.47,5,Shift_1,82.1
260.6,8031,Robot_Arm,4.01,LOG-06593,43.8,1.7,4,Shift_3,87.5
219.3,15369,Conveyor_Belt,2.86,LOG-06594,71.2,5.27,4,Shift_2,84.4
76.4,19177,CNC_Milling,3.83,LOG-06595,95.8,8.9,4,Shift_2,98.2
174.1,10442,Robot_Arm,1.77,LOG-06596,65.7,7.88,3,Shift_3,84.7
206.6,17374,CNC_Milling,4.04,LOG-06597,66.3,5.97,9,Shift_1,75.4
254.3,10105,CNC_Milling,2.29,LOG-06598,72.8,0.1,5,Shift_3,68.0
294.0,3513,Robot_Arm,1.84,LOG-06599,56.8,0.1,7,Shift_1,97.6
261.6,1503,Robot_Arm,1.96,LOG-06600,50.8,6.66,11,Shift_1,88.3
201.9,3576,Robot_Arm,3.16,LOG-06601,65.9,8.05,6,Shift_3,86.9
207.0,18907,Conveyor_Belt,4.83,LOG-06602,40.2,5.38,3,Shift_3,100.4
242.2,10027,Robot_Arm,2.84,LOG-06603,70.9,3.24,3,Shift_3,86.5
197.4,7064,Conveyor_Belt,2.91,LOG-06604,73.5,7.38,11,Shift_1,70.2
245.8,9475,Conveyor_Belt,3.61,LOG-06605,40.9,5.88,9,Shift_1,72.5
235.6,5862,Conveyor_Belt,2.54,LOG-06606,67.4,6.84,7,Shift_1,91.1
224.5,17540,CNC_Milling,2.88,LOG-06607,61.8,0.1,3,Shift_2,92.2
202.9,19988,Robot_Arm,2.72,LOG-06608,87.2,4.86,8,Shift_3,107.4
184.9,2613,Robot_Arm,4.57,LOG-06609,84.6,8.44,3,Shift_3,85.8
222.3,14655,Conveyor_Belt,3.06,LOG-06610,77.6,5.32,9,Shift_2,104.1
244.9,7376,CNC_Milling,3.6,LOG-06611,83.2,6.37,5,Shift_3,74.2
281.1,1899,CNC_Milling,2.43,LOG-06612,59.5,4.09,2,Shift_1,78.1
203.0,18521,CNC_Milling,2.09,LOG-06613,68.9,4.27,10,Shift_3,74.6
231.0,2175,CNC_Milling,3.53,LOG-06614,61.2,7.51,11,Shift_2,87.7
274.3,4912,Conveyor_Belt,3.2,LOG-06615,50.0,2.33,9,Shift_2,97.6
290.5,1484,CNC_Milling,3.82,LOG-06616,66.2,2.08,9,Shift_3,83.9
254.4,9954,CNC_Milling,2.29,LOG-06617,63.8,2.8,6,Shift_3,76.2
232.4,12392,Robot_Arm,2.93,LOG-06618,62.0,4.06,10,Shift_3,91.9
266.7,7092,Robot_Arm,1.97,LOG-06619,64.1,0.1,3,Shift_2,84.4
282.5,2359,CNC_Milling,2.6,LOG-06620,65.9,5.83,6,Shift_3,92.1
288.1,3206,Robot_Arm,1.84,LOG-06621,78.3,3.59,11,Shift_1,84.8
201.5,18734,Robot_Arm,2.77,LOG-06622,56.2,6.13,7,Shift_2,84.7
219.3,16312,Conveyor_Belt,4.05,LOG-06623,45.8,0.1,8,Shift_3,105.9
199.7,18801,Robot_Arm,2.31,LOG-06624,75.2,6.14,7,Shift_2,75.1
